last_available_date,city,last_available_confirmed,ESPVIDA,FECTOT,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF25A29,T_ATRASO_0_MED,T_ATRASO_1_BASICO,T_ATRASO_2_MED,T_FBBAS,T_FBMED,T_FBPRE,T_FBSUPER,T_FLBAS,T_FREQ0A3,T_FREQ11A14,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ4A5,T_FREQ6,T_FREQFUND1517,T_FREQFUND1824,T_FREQFUND45,T_FREQMED1824,T_FREQMED614,T_FREQSUPER1517,T_FUND11A13,T_FUND18A24,CORTE4,GINI,PIND,PRENTRAB,RIND,CPR,EMP,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,T_ATIV,T_ATIV1014,T_DES,T_DES1014,T_DES1517,THEILtrab,TRABPUB,TRABSC,T_AGUA,T_DENS,T_LIXO,T_LUZ,PAREDE,T_M10A14CF,T_M15A17CF,T_MULCHEFEFIF014,T_OCUPDESLOC_1,T_RMAXIDOSO,HOMEM75A79,pesoRUR
2020-04-15,CARAÚBAS,1,72.15,2.23,51.53,9.89,9.62,6.79,12.35,79.03,22.15,4.53,103.64,78.74,79.12,20.82,92.08,27.62,97.13,84.94,27.77,10.33,92.9,100.0,36.82,2.14,11.35,11.8,2.96,1.6,85.31,69.74,470.0,0.54,20.91,59.18,29.11,21.38,1.2,10.61,7.98,0.69,34.44,0.77,6.61,46.04,4.18,10.45,0.0,19.35,0.53,3.12,31.74,78.57,20.58,97.82,98.61,2.4,1.42,10.3,22.2,1.36,6.05,158.0,5872.0
2020-04-15,CARNAUBAIS,1,69.25,2.5,50.14,7.64,8.82,8.26,10.63,74.22,21.52,6.16,108.31,69.22,67.22,10.51,90.02,32.22,97.37,81.62,29.67,13.48,89.21,95.33,51.48,6.24,22.1,11.34,0.8,0.0,75.03,61.39,373.33,0.52,16.41,64.08,32.65,24.63,0.44,9.77,7.34,1.67,35.09,0.88,4.43,47.73,4.28,15.2,0.0,6.76,0.4,6.26,29.0,87.53,33.68,92.09,97.63,18.5,1.51,13.69,18.66,1.98,6.67,56.0,5005.0
2020-04-15,CEARÁ-MIRIM,5,71.44,2.45,55.23,6.96,8.75,9.72,10.24,58.26,20.57,14.78,100.19,55.2,65.09,15.32,87.01,18.7,94.43,82.69,27.95,12.99,82.46,95.56,39.62,5.28,18.23,7.69,1.74,0.53,76.18,57.73,447.5,0.51,12.12,67.5,26.86,20.03,1.16,15.98,10.08,0.28,39.44,1.42,11.48,45.38,6.77,13.11,32.5,30.08,0.3,4.12,25.04,81.18,40.25,98.05,99.44,2.18,0.27,7.79,36.83,2.73,5.09,325.0,32647.0
2020-04-15,CERRO CORÁ,1,70.26,2.5,56.44,9.89,10.09,5.47,9.84,69.12,18.97,10.85,103.19,62.89,69.26,9.73,92.38,21.57,96.78,82.05,17.78,8.98,96.49,97.25,40.67,4.27,16.33,9.35,1.22,0.88,92.12,63.63,435.0,0.54,25.88,52.12,31.59,11.45,0.65,9.86,6.89,0.7,24.68,0.46,5.21,55.94,18.07,6.28,0.0,13.29,0.4,1.92,27.5,67.07,27.14,97.25,99.01,3.52,0.65,5.32,24.47,1.6,4.24,65.0,6174.0
2020-04-15,CORONEL JOÃO PESSOA,1,69.86,2.31,65.01,9.24,8.69,10.61,17.49,59.63,22.01,8.33,104.18,51.74,24.7,20.51,89.46,22.15,94.76,81.28,23.82,14.5,85.16,91.68,46.95,4.58,43.43,5.46,2.17,1.93,80.99,57.55,340.0,0.5,23.05,45.46,34.09,10.47,0.0,4.16,5.86,0.0,35.5,2.02,2.03,50.06,15.66,3.27,9.2,5.47,0.43,2.37,37.41,86.02,35.03,95.73,99.79,2.24,0.0,6.14,16.0,2.3,4.87,36.0,2995.0
2020-04-15,CURRAIS NOVOS,1,72.62,1.67,48.42,9.59,9.91,3.34,5.62,74.63,17.45,8.0,98.59,67.23,61.99,20.18,89.37,31.4,98.03,81.25,24.12,8.04,94.21,98.11,27.45,1.95,30.31,6.07,3.32,0.78,84.99,75.25,583.33,0.58,7.7,65.68,36.45,22.88,2.34,22.16,6.34,3.02,42.29,1.17,7.81,51.33,6.25,7.88,12.18,20.58,0.51,6.07,32.78,88.17,22.53,98.14,99.38,0.22,0.0,8.73,15.47,0.33,4.13,279.0,4875.0
2020-04-15,ENCANTO,1,72.21,1.92,55.47,9.83,9.33,3.69,10.47,70.88,16.75,4.26,99.91,64.36,78.38,20.84,89.55,24.95,96.13,77.98,30.44,10.62,92.29,94.64,34.62,3.92,9.83,8.23,2.87,1.37,83.31,70.29,446.4,0.47,13.74,56.25,37.68,16.61,0.49,5.94,8.74,0.27,43.94,0.19,4.91,50.63,13.54,10.06,3.58,9.6,0.44,9.74,38.62,78.6,29.75,99.01,99.78,0.65,0.0,9.35,16.46,0.66,4.79,46.0,3101.0
2020-04-15,EXTREMOZ,5,73.5,2.57,53.02,6.32,8.84,8.56,8.4,55.84,17.65,19.73,103.43,61.26,76.12,12.5,89.87,29.19,97.4,87.37,30.37,8.47,89.51,96.4,44.3,5.49,17.64,9.58,1.7,1.06,80.49,59.14,510.0,0.54,9.19,59.77,25.93,21.43,0.98,13.48,11.82,0.13,39.08,1.08,15.77,47.62,3.11,13.04,19.06,53.16,0.25,3.92,24.85,93.88,40.53,90.79,99.1,0.65,0.71,6.72,22.09,3.08,4.05,113.0,8800.0
2020-04-15,JANUÁRIO CICCO,1,71.28,2.55,59.33,8.8,9.94,10.69,19.23,57.2,18.3,15.18,106.87,65.6,68.61,8.8,90.54,19.43,92.68,85.48,24.56,10.95,92.28,100.0,45.53,6.19,16.29,12.3,1.0,0.0,88.11,55.62,290.0,0.53,32.12,45.98,31.98,29.29,0.0,4.82,4.27,0.0,27.6,1.12,6.78,36.93,8.02,3.6,13.03,3.68,0.32,4.17,28.33,76.74,39.83,100.0,99.29,0.26,1.33,5.42,22.12,1.3,6.95,58.0,5802.0
2020-04-15,LAGOA DE PEDRAS,1,69.06,3.05,63.6,8.9,8.92,12.3,20.07,70.42,20.98,6.07,111.62,64.2,98.38,8.82,92.46,16.67,98.21,82.28,26.98,14.18,96.89,98.34,44.87,10.56,3.82,10.02,2.66,0.67,79.45,47.92,330.0,0.52,28.71,51.9,35.92,32.81,0.25,8.84,5.58,0.12,22.7,0.75,2.99,51.68,14.02,6.26,5.29,7.1,0.46,4.51,24.38,62.67,36.91,96.27,99.0,2.94,0.84,4.15,23.37,0.83,6.05,53.0,4752.0
2020-04-15,LUÍS GOMES,1,71.56,2.57,56.97,9.2,9.82,6.63,13.36,71.15,15.25,15.05,109.61,74.68,52.68,13.04,93.54,48.64,98.62,87.23,22.89,8.45,95.55,100.0,41.69,5.05,24.09,8.57,2.83,1.71,86.24,59.39,322.0,0.55,26.91,46.53,31.6,22.22,0.27,8.88,7.09,0.0,45.36,1.01,5.27,33.67,4.67,14.08,51.71,31.22,0.54,4.69,40.06,85.0,42.23,97.69,99.47,0.0,2.22,7.48,19.64,1.89,8.37,66.0,2924.0
2020-04-15,MACAÍBA,6,72.04,2.37,50.84,6.76,9.31,8.53,10.73,63.66,18.85,12.74,107.58,64.05,69.77,12.08,89.38,21.68,96.46,84.39,27.31,13.63,91.76,98.06,42.02,5.68,19.64,9.68,2.1,0.0,85.31,64.4,483.33,0.5,8.6,68.79,34.13,20.67,0.95,13.68,11.09,0.56,36.0,0.98,15.26,51.74,5.81,11.73,14.66,32.62,0.29,4.11,23.06,86.5,34.12,95.16,99.29,1.08,0.27,8.12,21.41,2.65,3.7,349.0,26836.0
2020-04-15,MONTE ALEGRE,2,71.18,2.58,56.32,8.03,9.29,11.43,14.95,59.14,20.96,8.09,106.78,68.9,60.75,10.08,90.01,32.42,97.67,81.94,29.36,11.58,94.25,96.92,33.06,7.26,21.48,10.96,0.57,0.0,86.93,51.36,408.0,0.52,15.17,63.21,28.84,25.6,1.46,14.63,8.13,0.15,33.8,0.0,6.2,41.44,4.07,11.44,14.08,7.58,0.4,7.19,28.43,92.77,36.76,95.68,99.72,0.57,1.05,5.4,23.93,1.21,5.29,144.0,11683.0
2020-04-15,MOSSORÓ,84,73.64,1.95,42.87,6.33,9.97,4.54,5.73,70.95,19.13,6.55,107.26,83.94,68.45,34.04,88.36,32.51,96.94,84.0,35.33,16.91,92.81,97.72,26.72,3.19,26.17,9.05,2.57,2.1,87.18,76.98,733.33,0.52,3.72,79.4,33.58,20.93,1.95,19.72,9.78,4.5,43.71,0.76,8.52,55.37,3.93,10.88,36.28,36.45,0.44,4.55,17.42,92.76,27.37,97.94,99.57,1.23,0.22,5.92,12.89,0.43,2.26,1103.0,22574.0
2020-04-15,NATAL,172,75.08,1.58,40.87,7.02,9.85,4.51,3.51,70.76,19.46,7.42,106.11,84.25,78.37,43.51,88.42,29.08,95.65,84.92,38.77,18.86,88.39,94.4,28.61,2.88,26.41,8.12,2.57,1.68,87.76,79.9,1100.0,0.61,2.92,71.63,37.76,18.82,2.22,20.11,6.8,0.57,56.05,1.25,9.63,58.26,3.84,10.63,31.42,36.21,0.57,8.12,16.58,98.91,26.83,98.82,99.84,0.36,0.03,5.99,13.05,1.59,1.74,3578.0,0.0
2020-04-15,NÍSIA FLORESTA,1,71.37,2.41,54.54,6.21,9.56,8.36,12.85,50.14,17.05,26.13,103.21,45.73,51.09,9.33,88.85,19.82,96.53,79.29,25.95,8.42,88.26,97.17,42.98,8.82,23.97,8.55,1.54,0.66,91.3,59.03,466.67,0.53,14.57,69.92,35.11,17.92,0.88,9.18,11.05,0.0,48.87,0.23,3.5,47.43,2.52,10.18,18.53,28.66,0.35,4.27,36.21,85.22,37.58,95.56,99.28,0.73,0.0,13.76,22.99,2.69,2.13,107.0,14404.0
2020-04-15,PARNAMIRIM,43,74.52,1.62,40.42,4.67,10.24,3.71,3.32,73.46,19.07,7.4,101.48,76.07,76.08,48.47,89.84,32.86,97.44,85.0,37.07,17.31,91.89,97.47,25.93,2.96,24.75,6.01,2.82,1.65,89.15,80.59,1190.0,0.55,2.68,78.76,37.34,20.03,2.05,20.51,7.58,0.91,54.9,0.87,9.24,58.72,3.92,9.95,21.05,41.06,0.48,12.42,17.47,98.66,24.24,98.81,99.89,0.12,0.25,7.61,13.27,0.99,1.53,580.0,0.0
2020-04-15,PASSA E FICA,1,70.79,2.12,53.77,9.68,9.24,10.05,16.79,72.71,19.49,1.88,104.83,66.38,44.63,10.52,87.63,25.78,94.56,77.8,27.1,11.77,97.52,100.0,32.69,8.01,14.89,9.34,1.58,0.0,83.14,56.87,400.0,0.51,19.59,54.5,39.39,23.73,1.26,9.33,6.14,0.0,32.2,0.9,5.71,50.13,9.93,11.76,24.66,30.55,0.44,4.89,40.62,87.26,34.75,99.03,98.64,1.83,0.0,4.25,18.02,0.64,6.88,86.0,4345.0
2020-04-15,PAU DOS FERROS,1,73.16,2.09,47.46,8.49,10.15,5.47,8.74,63.64,17.81,4.79,100.67,77.98,61.84,28.03,86.63,27.25,95.91,77.28,30.83,13.95,88.37,83.62,24.51,2.68,29.89,7.72,5.32,0.0,88.69,65.9,571.5,0.54,6.13,67.82,32.5,21.41,1.86,22.42,8.16,0.0,49.07,0.42,5.16,50.06,3.49,8.67,7.09,22.97,0.43,8.58,35.14,96.88,26.67,96.0,99.8,1.31,0.59,3.01,15.15,0.65,3.11,193.0,2194.0
2020-04-15,SANTA CRUZ,1,70.67,2.03,53.33,8.27,9.73,5.73,11.42,71.8,17.45,5.9,95.22,60.54,59.01,21.21,87.0,23.39,94.88,76.05,23.8,10.13,77.38,93.22,29.62,2.72,13.83,6.57,2.05,3.21,87.66,61.81,482.0,0.52,15.6,65.89,34.66,22.68,1.29,15.7,8.8,0.23,41.59,1.38,5.56,49.88,12.58,9.87,3.56,14.04,0.39,6.68,29.35,86.96,32.26,98.52,98.55,0.84,0.43,10.32,23.07,0.89,4.23,205.0,5298.0
2020-04-15,SANTO ANTÔNIO,3,71.94,2.45,55.59,8.98,9.29,8.14,15.57,70.22,20.25,11.12,103.18,65.07,57.48,12.95,90.5,22.73,96.83,81.96,23.37,15.84,93.7,92.38,37.7,4.77,17.58,9.82,2.44,0.59,87.58,60.31,413.33,0.57,20.39,62.21,34.31,26.42,0.94,16.39,7.87,0.17,30.64,0.92,7.25,47.75,7.46,10.08,5.19,9.13,0.6,2.73,24.36,80.55,32.47,99.61,98.78,2.14,1.32,9.3,18.29,1.6,5.6,173.0,7936.0
2020-04-15,SÃO GONÇALO DO AMARANTE,26,74.72,2.03,48.44,5.28,9.18,7.0,6.19,66.93,20.32,7.14,102.86,58.17,83.45,14.25,84.62,20.4,95.05,82.1,31.54,16.88,83.56,93.86,34.61,5.74,19.51,8.93,1.57,0.32,80.82,67.0,523.33,0.44,6.05,74.93,33.13,15.77,0.48,16.27,10.45,1.08,41.46,1.03,19.27,52.09,2.79,12.38,25.55,36.86,0.2,5.37,19.65,97.0,34.71,92.35,99.63,1.3,0.0,6.28,20.76,2.19,3.57,330.0,13569.0
2020-04-15,SÃO JOSÉ DE MIPIBU,2,69.86,2.55,56.3,7.23,9.01,10.6,10.81,72.91,18.61,14.09,106.7,60.7,65.88,11.67,86.1,21.75,94.11,81.39,27.48,14.98,89.03,97.85,38.64,8.01,21.66,9.56,1.86,0.47,79.87,53.83,450.0,0.55,17.32,63.93,34.61,21.94,0.72,13.3,8.96,0.19,36.85,1.17,9.47,44.31,4.9,11.48,17.88,38.08,0.38,5.09,34.68,77.09,39.6,96.28,98.93,4.22,0.6,9.56,22.44,2.22,5.19,223.0,21544.0
2020-04-15,SÃO MIGUEL DO GOSTOSO,1,72.39,2.67,57.65,6.76,8.79,6.79,13.52,62.4,18.77,1.16,106.94,43.12,55.9,8.66,90.62,27.62,98.5,79.23,29.8,5.92,96.76,97.81,53.73,10.79,7.66,10.14,0.25,0.0,75.86,54.13,340.0,0.51,21.71,60.83,38.09,28.22,1.22,11.67,6.4,0.0,32.36,0.66,3.62,52.03,18.74,7.39,9.27,13.28,0.43,3.16,28.96,88.21,44.95,96.08,99.84,9.7,0.0,15.24,40.61,4.06,4.8,45.0,4539.0
2020-04-15,SÃO PEDRO,1,72.62,2.36,59.65,10.25,8.96,11.9,14.37,76.89,19.02,6.38,99.46,35.23,65.45,8.75,89.18,30.35,96.44,85.09,23.44,8.64,83.22,97.55,51.21,7.13,9.85,5.2,1.38,0.51,77.46,50.37,390.0,0.52,18.48,54.78,31.73,20.97,0.55,10.18,12.28,0.0,39.9,0.11,3.49,38.06,6.72,11.53,8.91,35.69,0.4,8.77,34.54,66.34,37.92,96.31,99.12,1.55,0.74,9.97,20.85,0.54,7.29,60.0,2741.0
2020-04-15,TAIPU,1,71.68,2.29,59.62,7.65,8.41,15.9,20.88,72.87,19.5,11.15,92.43,40.14,68.8,7.55,82.0,18.34,95.66,81.25,23.45,6.15,82.25,87.67,36.61,8.7,15.56,4.08,1.68,0.0,66.61,50.27,361.43,0.45,16.2,55.43,35.06,12.62,0.23,6.79,9.76,3.3,33.01,0.14,4.15,43.74,9.3,7.75,3.18,9.61,0.21,6.81,30.59,76.98,44.16,100.0,99.08,17.65,0.69,5.28,34.8,1.84,5.11,82.0,7752.0
2020-04-15,TENENTE ANANIAS,2,71.73,2.35,49.16,9.43,8.43,9.49,12.94,63.38,19.54,7.74,98.72,49.67,69.5,18.41,84.2,24.0,93.79,66.81,20.53,11.2,96.99,95.77,25.95,2.55,40.76,3.04,1.22,0.84,84.35,46.8,405.0,0.46,16.07,58.49,24.74,13.43,1.63,26.36,5.13,0.54,38.85,0.49,3.65,42.25,6.52,6.38,0.0,18.7,0.35,1.52,56.46,73.71,38.29,94.71,99.08,2.45,0.0,11.67,16.79,1.41,5.17,67.0,3058.0
2020-04-15,TIBAU,2,71.13,1.89,46.68,6.67,9.61,7.36,11.26,51.8,21.23,21.02,102.44,62.74,73.42,14.0,90.45,32.05,97.15,87.53,22.65,6.56,96.11,100.0,43.32,1.07,17.94,10.78,0.52,1.87,83.38,66.7,457.6,0.55,10.19,67.28,34.63,22.2,2.31,13.45,10.04,0.31,49.62,0.78,2.55,51.76,2.78,7.22,0.0,8.16,0.41,8.2,35.04,88.82,36.67,93.15,98.78,3.37,0.0,3.06,19.9,0.41,4.47,24.0,852.0
2020-04-16,ACARI,1,71.73,1.99,47.26,9.88,10.05,2.9,6.67,67.96,18.4,10.06,101.42,69.39,38.63,17.95,89.85,24.8,95.79,86.19,20.07,7.77,94.58,100.0,16.17,1.15,52.08,2.82,1.83,2.14,93.28,74.04,510.0,0.49,5.18,64.22,45.86,25.79,1.6,16.27,8.54,0.99,37.26,0.9,15.8,44.4,1.47,3.3,0.0,8.73,0.36,8.79,36.02,87.52,25.18,100.0,99.96,0.23,0.0,1.54,10.9,0.0,8.27,82.0,2133.0
2020-04-16,APODI,5,69.79,1.73,43.94,8.1,9.58,5.11,9.41,74.52,19.54,12.63,108.66,85.96,73.06,26.65,89.18,27.48,96.24,83.74,37.47,13.65,96.4,100.0,32.14,3.54,21.51,14.17,2.32,4.28,89.17,70.78,440.0,0.55,13.98,67.22,32.92,28.19,1.21,12.81,8.27,0.61,36.84,0.84,7.62,51.01,7.36,9.98,24.52,16.01,0.57,4.62,29.84,71.44,18.05,99.78,98.98,1.66,2.63,3.15,11.04,0.98,4.94,234.0,17232.0
2020-04-16,AREIA BRANCA,3,72.38,2.33,47.56,7.94,10.36,5.5,6.96,73.04,16.18,4.63,103.94,73.89,48.28,20.75,90.53,30.22,99.54,83.16,25.23,11.0,93.91,100.0,32.6,2.56,38.09,7.66,4.42,0.0,88.08,74.01,606.67,0.48,6.17,67.6,38.91,21.67,0.42,13.03,7.64,10.41,48.95,1.15,5.62,50.64,4.8,14.63,36.45,37.37,0.37,5.43,21.7,86.47,28.14,99.23,99.49,2.67,0.0,10.84,6.33,0.52,5.54,144.0,4998.0
2020-04-16,AÇU,16,72.69,2.47,48.04,6.99,9.72,5.9,10.38,67.79,20.14,9.28,102.66,76.16,78.98,14.69,90.16,23.99,97.85,84.37,24.0,9.87,95.32,96.36,33.63,4.68,17.94,7.68,2.54,0.35,83.41,61.25,510.0,0.53,7.68,71.21,35.5,26.74,1.85,18.16,8.48,1.22,36.27,1.52,9.32,52.06,5.54,10.3,14.3,17.64,0.47,4.25,28.02,88.83,25.66,99.47,98.65,7.32,0.0,5.51,17.91,1.27,3.65,241.0,13868.0
2020-04-16,BARCELONA,1,68.58,2.03,58.75,11.87,9.34,8.13,12.87,61.34,20.22,11.51,105.21,50.18,119.33,5.76,91.8,30.87,97.98,87.31,34.67,5.47,98.18,95.61,53.96,6.55,19.6,12.22,1.24,0.0,83.76,51.6,382.0,0.5,20.03,51.49,37.43,18.27,0.36,7.99,11.5,0.0,37.4,1.23,1.2,44.19,11.73,7.65,0.0,27.98,0.43,11.04,28.15,80.12,31.71,95.72,98.41,0.85,1.7,11.63,30.19,0.94,7.69,37.0,2194.0
2020-04-16,BAÍA FORMOSA,1,68.05,2.86,53.15,6.12,9.46,6.06,10.29,64.76,21.11,7.97,114.59,69.71,60.82,14.61,91.77,33.3,97.45,83.17,32.96,19.94,96.85,100.0,42.42,5.74,48.53,10.97,0.74,1.05,78.34,66.94,432.0,0.47,11.09,69.88,40.16,27.42,1.04,12.05,6.52,0.2,37.14,1.14,14.91,45.0,2.23,8.96,0.0,0.0,0.35,4.8,18.28,90.93,34.97,99.26,99.94,7.27,1.53,8.61,17.1,0.66,3.51,30.0,1445.0
2020-04-16,CANGUARETAMA,5,68.07,2.75,57.68,6.21,8.64,6.62,16.29,57.46,21.82,11.41,106.01,52.26,70.72,9.35,90.02,21.2,96.59,84.44,25.53,8.82,89.61,95.42,43.7,7.71,28.67,7.4,1.5,0.0,80.89,53.32,377.5,0.49,18.11,66.99,30.16,22.0,1.18,13.33,7.22,0.23,36.97,1.01,7.35,45.44,6.24,15.38,7.68,16.81,0.3,6.01,24.44,92.07,42.83,85.06,98.13,10.16,0.0,10.62,26.85,3.03,6.45,127.0,10681.0
2020-04-16,CARAÚBAS,1,72.15,2.23,51.53,9.89,9.62,6.79,12.35,79.03,22.15,4.53,103.64,78.74,79.12,20.82,92.08,27.62,97.13,84.94,27.77,10.33,92.9,100.0,36.82,2.14,11.35,11.8,2.96,1.6,85.31,69.74,470.0,0.54,20.91,59.18,29.11,21.38,1.2,10.61,7.98,0.69,34.44,0.77,6.61,46.04,4.18,10.45,0.0,19.35,0.53,3.12,31.74,78.57,20.58,97.82,98.61,2.4,1.42,10.3,22.2,1.36,6.05,158.0,5872.0
2020-04-16,CARNAUBAIS,1,69.25,2.5,50.14,7.64,8.82,8.26,10.63,74.22,21.52,6.16,108.31,69.22,67.22,10.51,90.02,32.22,97.37,81.62,29.67,13.48,89.21,95.33,51.48,6.24,22.1,11.34,0.8,0.0,75.03,61.39,373.33,0.52,16.41,64.08,32.65,24.63,0.44,9.77,7.34,1.67,35.09,0.88,4.43,47.73,4.28,15.2,0.0,6.76,0.4,6.26,29.0,87.53,33.68,92.09,97.63,18.5,1.51,13.69,18.66,1.98,6.67,56.0,5005.0
2020-04-16,CEARÁ-MIRIM,5,71.44,2.45,55.23,6.96,8.75,9.72,10.24,58.26,20.57,14.78,100.19,55.2,65.09,15.32,87.01,18.7,94.43,82.69,27.95,12.99,82.46,95.56,39.62,5.28,18.23,7.69,1.74,0.53,76.18,57.73,447.5,0.51,12.12,67.5,26.86,20.03,1.16,15.98,10.08,0.28,39.44,1.42,11.48,45.38,6.77,13.11,32.5,30.08,0.3,4.12,25.04,81.18,40.25,98.05,99.44,2.18,0.27,7.79,36.83,2.73,5.09,325.0,32647.0
2020-04-16,CERRO CORÁ,1,70.26,2.5,56.44,9.89,10.09,5.47,9.84,69.12,18.97,10.85,103.19,62.89,69.26,9.73,92.38,21.57,96.78,82.05,17.78,8.98,96.49,97.25,40.67,4.27,16.33,9.35,1.22,0.88,92.12,63.63,435.0,0.54,25.88,52.12,31.59,11.45,0.65,9.86,6.89,0.7,24.68,0.46,5.21,55.94,18.07,6.28,0.0,13.29,0.4,1.92,27.5,67.07,27.14,97.25,99.01,3.52,0.65,5.32,24.47,1.6,4.24,65.0,6174.0
2020-04-16,CORONEL JOÃO PESSOA,1,69.86,2.31,65.01,9.24,8.69,10.61,17.49,59.63,22.01,8.33,104.18,51.74,24.7,20.51,89.46,22.15,94.76,81.28,23.82,14.5,85.16,91.68,46.95,4.58,43.43,5.46,2.17,1.93,80.99,57.55,340.0,0.5,23.05,45.46,34.09,10.47,0.0,4.16,5.86,0.0,35.5,2.02,2.03,50.06,15.66,3.27,9.2,5.47,0.43,2.37,37.41,86.02,35.03,95.73,99.79,2.24,0.0,6.14,16.0,2.3,4.87,36.0,2995.0
2020-04-16,CURRAIS NOVOS,1,72.62,1.67,48.42,9.59,9.91,3.34,5.62,74.63,17.45,8.0,98.59,67.23,61.99,20.18,89.37,31.4,98.03,81.25,24.12,8.04,94.21,98.11,27.45,1.95,30.31,6.07,3.32,0.78,84.99,75.25,583.33,0.58,7.7,65.68,36.45,22.88,2.34,22.16,6.34,3.02,42.29,1.17,7.81,51.33,6.25,7.88,12.18,20.58,0.51,6.07,32.78,88.17,22.53,98.14,99.38,0.22,0.0,8.73,15.47,0.33,4.13,279.0,4875.0
2020-04-16,ENCANTO,1,72.21,1.92,55.47,9.83,9.33,3.69,10.47,70.88,16.75,4.26,99.91,64.36,78.38,20.84,89.55,24.95,96.13,77.98,30.44,10.62,92.29,94.64,34.62,3.92,9.83,8.23,2.87,1.37,83.31,70.29,446.4,0.47,13.74,56.25,37.68,16.61,0.49,5.94,8.74,0.27,43.94,0.19,4.91,50.63,13.54,10.06,3.58,9.6,0.44,9.74,38.62,78.6,29.75,99.01,99.78,0.65,0.0,9.35,16.46,0.66,4.79,46.0,3101.0
2020-04-16,EXTREMOZ,5,73.5,2.57,53.02,6.32,8.84,8.56,8.4,55.84,17.65,19.73,103.43,61.26,76.12,12.5,89.87,29.19,97.4,87.37,30.37,8.47,89.51,96.4,44.3,5.49,17.64,9.58,1.7,1.06,80.49,59.14,510.0,0.54,9.19,59.77,25.93,21.43,0.98,13.48,11.82,0.13,39.08,1.08,15.77,47.62,3.11,13.04,19.06,53.16,0.25,3.92,24.85,93.88,40.53,90.79,99.1,0.65,0.71,6.72,22.09,3.08,4.05,113.0,8800.0
2020-04-16,IPANGUAÇU,1,69.63,2.69,52.59,6.5,8.94,10.01,14.51,83.91,19.84,3.89,102.42,61.92,68.05,11.71,88.7,21.9,97.28,78.02,27.15,7.56,93.86,93.61,41.63,2.3,25.17,10.3,2.55,0.0,81.5,57.58,373.33,0.48,15.18,69.81,30.81,18.95,0.87,13.13,6.05,1.27,28.25,0.11,7.39,45.57,1.33,11.66,0.0,9.91,0.27,1.64,28.54,74.92,29.29,95.89,98.26,6.95,1.75,15.54,18.72,0.89,3.2,68.0,8473.0
2020-04-16,JANUÁRIO CICCO,1,71.28,2.55,59.33,8.8,9.94,10.69,19.23,57.2,18.3,15.18,106.87,65.6,68.61,8.8,90.54,19.43,92.68,85.48,24.56,10.95,92.28,100.0,45.53,6.19,16.29,12.3,1.0,0.0,88.11,55.62,290.0,0.53,32.12,45.98,31.98,29.29,0.0,4.82,4.27,0.0,27.6,1.12,6.78,36.93,8.02,3.6,13.03,3.68,0.32,4.17,28.33,76.74,39.83,100.0,99.29,0.26,1.33,5.42,22.12,1.3,6.95,58.0,5802.0
2020-04-16,LAGOA DE PEDRAS,1,69.06,3.05,63.6,8.9,8.92,12.3,20.07,70.42,20.98,6.07,111.62,64.2,98.38,8.82,92.46,16.67,98.21,82.28,26.98,14.18,96.89,98.34,44.87,10.56,3.82,10.02,2.66,0.67,79.45,47.92,330.0,0.52,28.71,51.9,35.92,32.81,0.25,8.84,5.58,0.12,22.7,0.75,2.99,51.68,14.02,6.26,5.29,7.1,0.46,4.51,24.38,62.67,36.91,96.27,99.0,2.94,0.84,4.15,23.37,0.83,6.05,53.0,4752.0
2020-04-16,LUÍS GOMES,1,71.56,2.57,56.97,9.2,9.82,6.63,13.36,71.15,15.25,15.05,109.61,74.68,52.68,13.04,93.54,48.64,98.62,87.23,22.89,8.45,95.55,100.0,41.69,5.05,24.09,8.57,2.83,1.71,86.24,59.39,322.0,0.55,26.91,46.53,31.6,22.22,0.27,8.88,7.09,0.0,45.36,1.01,5.27,33.67,4.67,14.08,51.71,31.22,0.54,4.69,40.06,85.0,42.23,97.69,99.47,0.0,2.22,7.48,19.64,1.89,8.37,66.0,2924.0
2020-04-16,MACAÍBA,6,72.04,2.37,50.84,6.76,9.31,8.53,10.73,63.66,18.85,12.74,107.58,64.05,69.77,12.08,89.38,21.68,96.46,84.39,27.31,13.63,91.76,98.06,42.02,5.68,19.64,9.68,2.1,0.0,85.31,64.4,483.33,0.5,8.6,68.79,34.13,20.67,0.95,13.68,11.09,0.56,36.0,0.98,15.26,51.74,5.81,11.73,14.66,32.62,0.29,4.11,23.06,86.5,34.12,95.16,99.29,1.08,0.27,8.12,21.41,2.65,3.7,349.0,26836.0
2020-04-16,MONTE ALEGRE,2,71.18,2.58,56.32,8.03,9.29,11.43,14.95,59.14,20.96,8.09,106.78,68.9,60.75,10.08,90.01,32.42,97.67,81.94,29.36,11.58,94.25,96.92,33.06,7.26,21.48,10.96,0.57,0.0,86.93,51.36,408.0,0.52,15.17,63.21,28.84,25.6,1.46,14.63,8.13,0.15,33.8,0.0,6.2,41.44,4.07,11.44,14.08,7.58,0.4,7.19,28.43,92.77,36.76,95.68,99.72,0.57,1.05,5.4,23.93,1.21,5.29,144.0,11683.0
